time_id,full_date,day_of_month,day_name,month_number,month_name,quarter,year,is_weekend
1031,2024-10-27,27,Sunday,10,October,4,2024,True
1032,2024-10-28,28,Monday,10,October,4,2024,False
1033,2024-10-29,29,Tuesday,10,October,4,2024,False
1034,2024-10-30,30,Wednesday,10,October,4,2024,False
1035,2024-10-31,31,Thursday,10,October,4,2024,False
1036,2024-11-01,1,Friday,11,November,4,2024,False
1037,2024-11-02,2,Saturday,11,November,4,2024,True
1038,2024-11-03,3,Sunday,11,November,4,2024,True
1039,2024-11-04,4,Monday,11,November,4,2024,False
1040,2024-11-05,5,Tuesday,11,November,4,2024,False
1041,2024-11-06,6,Wednesday,11,November,4,2024,False
1042,2024-11-07,7,Thursday,11,November,4,2024,False
1043,2024-11-08,8,Friday,11,November,4,2024,False
1044,2024-11-09,9,Saturday,11,November,4,2024,True
1045,2024-11-10,10,Sunday,11,November,4,2024,True
1046,2024-11-11,11,Monday,11,November,4,2024,False
1047,2024-11-12,12,Tuesday,11,November,4,2024,False
1048,2024-11-13,13,Wednesday,11,November,4,2024,False
1049,2024-11-14,14,Thursday,11,November,4,2024,False
1050,2024-11-15,15,Friday,11,November,4,2024,False
1051,2024-11-16,16,Saturday,11,November,4,2024,True
1052,2024-11-17,17,Sunday,11,November,4,2024,True
1053,2024-11-18,18,Monday,11,November,4,2024,False
1054,2024-11-19,19,Tuesday,11,November,4,2024,False
1055,2024-11-20,20,Wednesday,11,November,4,2024,False
1056,2024-11-21,21,Thursday,11,November,4,2024,False
1057,2024-11-22,22,Friday,11,November,4,2024,False
1058,2024-11-23,23,Saturday,11,November,4,2024,True
1059,2024-11-24,24,Sunday,11,November,4,2024,True
1060,2024-11-25,25,Monday,11,November,4,2024,False
1061,2024-11-26,26,Tuesday,11,November,4,2024,False
1062,2024-11-27,27,Wednesday,11,November,4,2024,False
1063,2024-11-28,28,Thursday,11,November,4,2024,False
1064,2024-11-29,29,Friday,11,November,4,2024,False
1065,2024-11-30,30,Saturday,11,November,4,2024,True
1066,2024-12-01,1,Sunday,12,December,4,2024,True
1067,2024-12-02,2,Monday,12,December,4,2024,False
1068,2024-12-03,3,Tuesday,12,December,4,2024,False
1069,2024-12-04,4,Wednesday,12,December,4,2024,False
1070,2024-12-05,5,Thursday,12,December,4,2024,False
1071,2024-12-06,6,Friday,12,December,4,2024,False
1072,2024-12-07,7,Saturday,12,December,4,2024,True
1073,2024-12-08,8,Sunday,12,December,4,2024,True
1074,2024-12-09,9,Monday,12,December,4,2024,False
1075,2024-12-10,10,Tuesday,12,December,4,2024,False
1076,2024-12-11,11,Wednesday,12,December,4,2024,False
1077,2024-12-12,12,Thursday,12,December,4,2024,False
1078,2024-12-13,13,Friday,12,December,4,2024,False
1079,2024-12-14,14,Saturday,12,December,4,2024,True
1080,2024-12-15,15,Sunday,12,December,4,2024,True
1081,2024-12-16,16,Monday,12,December,4,2024,False
1082,2024-12-17,17,Tuesday,12,December,4,2024,False
1083,2024-12-18,18,Wednesday,12,December,4,2024,False
1084,2024-12-19,19,Thursday,12,December,4,2024,False
1085,2024-12-20,20,Friday,12,December,4,2024,False
1086,2024-12-21,21,Saturday,12,December,4,2024,True
1087,2024-12-22,22,Sunday,12,December,4,2024,True
1088,2024-12-23,23,Monday,12,December,4,2024,False
1089,2024-12-24,24,Tuesday,12,December,4,2024,False
1090,2024-12-25,25,Wednesday,12,December,4,2024,False
1091,2024-12-26,26,Thursday,12,December,4,2024,False
1092,2024-12-27,27,Friday,12,December,4,2024,False
1093,2024-12-28,28,Saturday,12,December,4,2024,True
1094,2024-12-29,29,Sunday,12,December,4,2024,True
1095,2024-12-30,30,Monday,12,December,4,2024,False
1096,2024-12-31,31,Tuesday,12,December,4,2024,False
